id,time,isRank,winner_name,winner_god_1,winner_god_2,winner_god_ban,winner_deck_code,winner_normal_card_1,winner_normal_card_2,winner_normal_card_3,winner_normal_card_4,winner_normal_card_5,winner_normal_card_6,winner_normal_card_7,winner_special_card_1,winner_special_card_2,winner_special_card_3,loser_name,loser_god_1,loser_god_2,loser_god_ban,loser_deck_code,loser_normal_card_1,loser_normal_card_2,loser_normal_card_3,loser_normal_card_4,loser_normal_card_5,loser_normal_card_6,loser_normal_card_7,loser_special_card_1,loser_special_card_2,loser_special_card_3,loser_isPublic,winner_isPublic
262,2022-09-05 08:55:20.903805,0,utaite688888,02-O,05-O,01-O,020F08050F49,02-O-N-1,02-O-N-2,02-O-N-3,05-O-N-1,05-O-N-2,05-O-N-3,05-O-N-5,02-O-S-1,05-O-S-1,05-O-S-4,simhae,02-O,20-O,03-O,0209F3200A81,02-O-N-3,02-O-N-4,02-O-N-5,02-O-N-6,02-O-N-7,20-O-N-2,20-O-N-4,02-O-S-3,02-O-S-4,20-O-S-4,1,1
263,2022-09-05 09:00:15.375452,0,ÖÂ?,01-O,16-O,None,010E0C160EE8,01-O-N-1,01-O-N-2,16-O-N-1,16-O-N-2,16-O-N-4,16-O-N-5,16-O-N-6,01-O-S-1,01-O-S-2,16-O-S-1,ÇÏ¸Í±¹,03-O,19-O,None,030F43190958,03-O-N-1,03-O-N-2,03-O-N-3,03-O-N-5,19-O-N-3,19-O-N-5,19-O-N-7,03-O-S-3,03-O-S-4,19-O-S-1,1,1
264,2022-09-05 09:16:52.126435,0,utaite688888,20-O,17-O,14-O,200E88170EA9,20-O-N-1,20-O-N-2,20-O-N-4,17-O-N-1,17-O-N-2,17-O-N-4,17-O-N-6,20-O-S-1,17-O-S-1,17-O-S-3,simhae,13-O,02-A1,03-O,130E240219E6,13-O-N-1,13-O-N-2,13-O-N-6,02-A1-N-3,02-O-N-4,02-O-N-5,02-A1-N-6,13-O-S-2,02-A1-S-2,02-O-S-3,1,1
265,2022-09-05 09:22:47.234501,0,ÇÏ¸Í±¹,07-O,19-O,None,070BA1190B25,07-O-N-2,07-O-N-3,07-O-N-4,07-O-N-6,19-O-N-2,19-O-N-3,19-O-N-6,07-O-S-4,19-O-S-2,19-O-S-4,ÖÂ?,01-O,16-O,None,010F0C160EC8,01-O-N-1,01-O-N-2,01-O-N-3,16-O-N-1,16-O-N-2,16-O-N-4,16-O-N-5,01-O-S-1,01-O-S-2,16-O-S-1,1,1
266,2022-09-05 09:51:17.857146,1,SUYA©÷,01-A1,06-O,09-O,011D88060DA5,01-A1-N-1,01-O-N-3,01-O-N-4,06-O-N-1,06-O-N-3,06-O-N-4,06-O-N-6,01-O-S-1,06-O-S-2,06-O-S-4,artoria_p,01-O,16-O,18-O,010F0E160EC0,01-O-N-1,01-O-N-2,01-O-N-3,16-O-N-1,16-O-N-2,16-O-N-4,16-O-N-5,01-O-S-1,01-O-S-2,01-O-S-3,1,1
267,2022-09-05 10:10:31.924306,1,SUYA©÷,01-A1,09-O,06-O,011F21090E4A,01-A1-N-1,01-O-N-2,01-O-N-3,01-A1-N-6,09-O-N-1,09-O-N-2,09-O-N-5,01-O-S-4,09-O-S-1,09-O-S-3,artoria_p,14-O,13-O,09-O,140E02130F66,14-O-N-1,14-O-N-2,13-O-N-1,13-O-N-2,13-O-N-3,13-O-N-5,13-O-N-6,14-O-S-3,13-O-S-2,13-O-S-3,1,1
268,2022-09-05 12:41:23.120724,0,ÖÂ?,01-O,16-O,None,010F0C160EC8,01-O-N-1,01-O-N-2,01-O-N-3,16-O-N-1,16-O-N-2,16-O-N-4,16-O-N-5,01-O-S-1,01-O-S-2,16-O-S-1,ÇÏ¸Í±¹,08-O,07-O,None,080CE1070B86,08-O-N-1,08-O-N-4,08-O-N-5,08-O-N-6,07-O-N-2,07-O-N-3,07-O-N-4,08-O-S-4,07-O-S-2,07-O-S-3,1,1
269,2022-09-05 13:29:31.378921,0,ÖÂ?,01-O,16-O,None,010F0C160EC8,01-O-N-1,01-O-N-2,01-O-N-3,16-O-N-1,16-O-N-2,16-O-N-4,16-O-N-5,01-O-S-1,01-O-S-2,16-O-S-1,ÇÏ¸Í±¹,10-A2,08-A1,None,102A6A081AD8,10-A2-N-2,10-O-N-5,10-O-N-6,08-A1-N-2,08-O-N-4,08-O-N-5,08-O-N-7,10-O-S-1,10-O-S-3,08-A1-S-1,1,1
270,2022-09-05 13:56:54.472013,0,¸ÀÀÖ´Â³ªÃÝ,19-O,17-A1,None,190AE1171E85,19-O-N-2,19-O-N-4,19-O-N-5,19-O-N-6,17-O-N-1,17-O-N-2,17-A1-N-4,19-O-S-4,17-O-S-2,17-A1-S-4,gkdlgkt,02-A2,14-O,None,022FA0140C8B,02-O-N-1,02-A2-N-2,02-O-N-3,02-O-N-4,02-O-N-6,14-O-N-1,14-O-N-4,14-O-S-1,14-O-S-3,14-O-S-4,1,1
271,2022-09-05 14:29:10.683934,0,ChocoBoi,14-A1,01-O,None,141EA9010E42,14-A1-N-1,14-O-N-2,14-O-N-4,14-O-N-6,01-O-N-1,01-O-N-2,01-O-N-5,14-A1-S-1,14-O-S-4,01-O-S-3,tkowns,17-O,10-O,None,170BA3100CA8,17-O-N-2,17-O-N-3,17-O-N-4,17-O-N-6,10-O-N-1,10-O-N-4,10-O-N-6,17-O-S-3,17-O-S-3,10-O-S-1,1,1
272,2022-09-05 14:37:22.866089,1,raguge,10-A2,12-A1,22-O,102F011219E3,10-A2-N-1,10-A2-N-2,10-O-N-3,12-O-N-3,12-O-N-4,12-O-N-5,12-A1-N-6,10-A2-S-4,12-A1-S-3,12-O-S-4,sumire,07-O,14-O,01-A2,070D88140EA6,07-O-N-1,07-O-N-3,07-O-N-4,14-O-N-1,14-O-N-2,14-O-N-4,14-O-N-6,07-O-S-1,14-O-S-2,14-O-S-3,1,1
273,2022-09-05 14:37:37.698467,0,gkdlgkt,19-O,14-O,None,190AE1140E26,19-O-N-2,19-O-N-4,19-O-N-5,19-O-N-6,14-O-N-1,14-O-N-2,14-O-N-6,19-O-S-4,14-O-S-2,14-O-S-3,Berugia,09-O,13-O,None,090F4A130E41,09-O-N-1,09-O-N-2,09-O-N-3,09-O-N-5,13-O-N-1,13-O-N-2,13-O-N-5,09-O-S-1,09-O-S-3,13-O-S-4,1,1
274,2022-09-05 14:56:08.123664,1,sumire,01-A2,07-O,14-O,012F1C070E88,01-O-N-1,01-O-N-2,01-A2-N-3,01-A2-N-7,07-O-N-1,07-O-N-2,07-O-N-4,01-A2-S-1,01-O-S-2,07-O-S-1,raguge,20-O,03-O,08-A1,200CA4030EC9,20-O-N-1,20-O-N-4,20-O-N-6,03-O-N-1,03-O-N-2,03-O-N-4,03-O-N-5,20-O-S-2,03-O-S-1,03-O-S-4,1,1
275,2022-09-05 15:13:33.756776,0,ChocoBoi,14-O,09-O,None,140EA2090E4A,14-O-N-1,14-O-N-2,14-O-N-4,14-O-N-6,09-O-N-1,09-O-N-2,09-O-N-5,14-O-S-3,09-O-S-1,09-O-S-3,tkowns,13-O,15-O,None,130F29150932,13-O-N-1,13-O-N-2,13-O-N-3,13-O-N-6,15-O-N-3,15-O-N-6,15-O-N-7,13-O-S-1,13-O-S-4,15-O-S-3,1,1
276,2022-09-05 15:55:56.163293,0,SUYA©÷,06-O,21-O,None,060D2D210F40,06-O-N-1,06-O-N-3,06-O-N-6,21-O-N-1,21-O-N-2,21-O-N-3,21-O-N-5,06-O-S-1,06-O-S-2,06-O-S-4,Á¤Ä¡Àå±³,09-A1,19-O,None,091B46190AE1,09-O-N-2,09-O-N-3,09-A1-N-5,19-O-N-2,19-O-N-4,19-O-N-5,19-O-N-6,09-O-S-2,09-O-S-3,19-O-S-4,1,1
277,2022-09-05 15:56:12.902647,0,nongyack,22-O,12-A1,None,220EC9121AA4,22-O-N-1,22-O-N-2,22-O-N-4,22-O-N-5,12-A1-N-2,12-O-N-4,12-A1-N-6,22-O-S-1,22-O-S-4,12-O-S-2,Berugia,11-O,10-O,None,110CA8100B3A,11-O-N-1,11-O-N-4,11-O-N-6,10-O-N-2,10-O-N-3,10-O-N-6,10-O-N-7,11-O-S-1,10-O-S-1,10-O-S-3,1,1
278,2022-09-05 16:28:35.235492,0,SUYA©÷,09-O,06-O,01-A1,090E38060D26,09-O-N-1,09-O-N-2,09-O-N-6,09-O-N-7,06-O-N-1,06-O-N-3,06-O-N-6,09-O-S-1,06-O-S-2,06-O-S-3,Á¤Ä¡Àå±³,05-O,14-A1,17-O,050C90141F2E,05-O-N-1,05-O-N-4,05-O-N-7,14-A1-N-1,14-O-N-2,14-O-N-3,14-O-N-6,14-A1-S-1,14-O-S-2,14-O-S-3,1,1
279,2022-09-05 16:54:11.598084,0,Á¤Ä¡Àå±³,01-O,07-A1,20-O,010F8C071CC8,01-O-N-1,01-O-N-2,01-O-N-3,01-O-N-4,07-O-N-1,07-O-N-4,07-O-N-5,01-O-S-1,01-O-S-2,07-O-S-1,SUYA©÷,19-O,07-A1,10-O,190BE20718A9,19-O-N-2,19-O-N-3,19-O-N-4,19-O-N-5,19-O-N-6,07-O-N-4,07-O-N-6,19-O-S-3,07-O-S-1,07-O-S-4,1,1
280,2022-09-06 03:42:24.743213,1,"½îÁê
",09-O,05-O,01-O,090D4A050D51,09-O-N-1,09-O-N-3,09-O-N-5,05-O-N-1,05-O-N-3,05-O-N-5,05-O-N-7,09-O-S-1,09-O-S-3,05-O-S-4,SUYA©÷,06-O,09-O,01-A1,060D2C090E58,06-O-N-1,06-O-N-3,06-O-N-6,09-O-N-1,09-O-N-2,09-O-N-5,09-O-N-7,06-O-S-1,06-O-S-2,09-O-S-1,1,1
281,2022-09-06 03:57:26.247377,1,SUYA©÷,01-O,15-O,09-O,010E01150F6A,01-O-N-1,01-O-N-2,15-O-N-1,15-O-N-2,15-O-N-3,15-O-N-5,15-O-N-6,01-O-S-4,15-O-S-1,15-O-S-3,"½îÁê
",14-O,16-A1,04-O,140C86161ED8,14-O-N-1,14-O-N-4,16-O-N-1,16-O-N-2,16-O-N-4,16-O-N-5,16-O-N-7,14-O-S-2,14-O-S-3,16-A1-S-4,1,1
282,2022-09-06 05:14:24.186501,0,sairen,01-O,04-O,None,010EC8040A36,01-O-N-1,01-O-N-2,01-O-N-4,01-O-N-5,04-O-N-2,04-O-N-6,04-O-N-7,01-O-S-1,04-O-S-2,04-O-S-3,¹ÌÇÏÀÌ¸£,05-O,22-O,None,050E29220DA8,05-O-N-1,05-O-N-2,05-O-N-6,22-O-N-1,22-O-N-3,22-O-N-4,22-O-N-6,05-O-S-1,05-O-S-4,22-O-S-1,1,1
283,2022-09-06 06:02:56.090108,1,smartera,15-O,16-O,01-O,150F08160F8A,15-O-N-1,15-O-N-2,15-O-N-3,16-O-N-1,16-O-N-2,16-O-N-3,16-O-N-4,15-O-S-1,16-O-S-1,16-O-S-3,Lemonia,07-O,18-O,01-A1,070E86180F22,07-O-N-1,07-O-N-2,07-O-N-4,18-O-N-1,18-O-N-2,18-O-N-3,18-O-N-6,07-O-S-2,07-O-S-3,18-O-S-3,1,1
284,2022-09-06 06:43:22.587695,1,smartera,09-O,05-O,08-O,090AD8050E29,09-O-N-2,09-O-N-4,09-O-N-5,09-O-N-7,05-O-N-1,05-O-N-2,05-O-N-6,09-O-S-1,05-O-S-1,05-O-S-4,Lemonia,03-O,08-A1,05-O,030F49081AA8,03-O-N-1,03-O-N-2,03-O-N-3,03-O-N-5,08-A1-N-2,08-O-N-4,08-O-N-6,03-O-S-1,03-O-S-4,08-A1-S-1,1,1
285,2022-09-06 06:57:27.294660,1,smartera,09-O,15-O,03-O,090B48150DCA,09-O-N-2,09-O-N-3,09-O-N-5,15-O-N-1,15-O-N-3,15-O-N-4,15-O-N-5,09-O-S-1,15-O-S-1,15-O-S-3,Lemonia,09-O,05-A1,01-O,090E4A051E31,09-O-N-1,09-O-N-2,09-O-N-5,05-O-N-1,05-A1-N-2,05-O-N-6,05-O-N-7,09-O-S-1,09-O-S-3,05-A1-S-4,1,1
286,2022-09-06 07:42:35.995738,1,smartera,19-O,01-O,07-O,190AB1010E8C,19-O-N-2,19-O-N-4,19-O-N-6,19-O-N-7,01-O-N-1,01-O-N-2,01-O-N-4,19-O-S-4,01-O-S-1,01-O-S-2,Lemonia,15-O,01-A2,21-O,150F48012E1C,15-O-N-1,15-O-N-2,15-O-N-3,15-O-N-5,01-O-N-1,01-O-N-2,01-A2-N-7,15-O-S-1,01-A2-S-1,01-O-S-2,1,1
287,2022-09-06 08:06:56.759664,1,smartera,21-O,01-A2,05-O,210F01012F8A,21-O-N-1,21-O-N-2,21-O-N-3,01-O-N-1,01-O-N-2,01-A2-N-3,01-O-N-4,21-O-S-4,01-A2-S-1,01-O-S-3,Lemonia,14-O,02-O,04-O,140D26020F82,14-O-N-1,14-O-N-3,14-O-N-6,02-O-N-1,02-O-N-2,02-O-N-3,02-O-N-4,14-O-S-2,14-O-S-3,02-O-S-3,1,1
288,2022-09-06 08:14:07.366685,0,µµ¸Á«Õ«È«¹«È,03-O,02-A1,04-A1,030F410218E6,03-O-N-1,03-O-N-2,03-O-N-3,03-O-N-5,02-O-N-4,02-O-N-5,02-A1-N-6,03-O-S-4,02-A1-S-2,02-O-S-3,Quote*,09-O,06-O,08-A1,090E32060D25,09-O-N-1,09-O-N-2,09-O-N-6,09-O-N-7,06-O-N-1,06-O-N-3,06-O-N-6,09-O-S-3,06-O-S-2,06-O-S-4,1,1
289,2022-09-06 09:12:07.628591,1,smartera,13-O,17-O,03-O,130E52170B83,13-O-N-1,13-O-N-2,13-O-N-5,13-O-N-7,17-O-N-2,17-O-N-3,17-O-N-4,13-O-S-3,17-O-S-3,17-O-S-3,Lemonia,22-O,12-A1,05-O,220C86121BB4,22-O-N-1,22-O-N-4,12-A1-N-2,12-O-N-3,12-O-N-4,12-A1-N-6,12-O-N-7,22-O-S-2,22-O-S-3,12-O-S-2,1,1
290,2022-09-06 09:20:58.706632,0,Åä¸®¾ß³¢,22-O,14-A1,10-A2,220F29141E28,22-O-N-1,22-O-N-2,22-O-N-3,22-O-N-6,14-A1-N-1,14-O-N-2,14-O-N-6,22-O-S-1,22-O-S-4,14-A1-S-1,sin_monochrome,12-O,03-A1,10-O,120FC1031A26,12-O-N-1,12-O-N-2,12-O-N-3,12-O-N-4,12-O-N-5,03-A1-N-2,03-O-N-6,12-O-S-4,03-A1-S-2,03-O-S-3,1,1
291,2022-09-06 09:33:09.712870,1,Lemonia,01-O,15-O,21-O,010F85150F08,01-O-N-1,01-O-N-2,01-O-N-3,01-O-N-4,15-O-N-1,15-O-N-2,15-O-N-3,01-O-S-2,01-O-S-4,15-O-S-1,smartera,12-O,13-O,02-O,120824130FB3,12-O-N-6,13-O-N-1,13-O-N-2,13-O-N-3,13-O-N-4,13-O-N-6,13-O-N-7,12-O-S-2,13-O-S-3,13-O-S-4,1,1
292,2022-09-06 10:38:52.419237,0,Lemonia,03-O,02-A1,None,030F490219C4,03-O-N-1,03-O-N-2,03-O-N-3,03-O-N-5,02-A1-N-3,02-O-N-4,02-O-N-5,03-O-S-1,03-O-S-4,02-A1-S-2,smartera,04-O,12-O,None,040EBA120894,04-O-N-1,04-O-N-2,04-O-N-4,04-O-N-6,04-O-N-7,12-O-N-4,12-O-N-7,04-O-S-1,04-O-S-3,12-O-S-2,1,1
293,2022-09-06 10:55:29.698203,0,yang,15-O,03-A1,None,150EC6031E24,15-O-N-1,15-O-N-2,15-O-N-4,15-O-N-5,03-O-N-1,03-A1-N-2,03-O-N-6,15-O-S-2,15-O-S-3,03-A1-S-2,Vrd,08-A1,15-O,None,081A88150F6A,08-A1-N-2,08-O-N-4,15-O-N-1,15-O-N-2,15-O-N-3,15-O-N-5,15-O-N-6,08-A1-S-1,15-O-S-1,15-O-S-3,1,1
294,2022-09-06 10:59:37.072386,0,Lemonia,03-O,02-A1,None,030F59021944,03-O-N-1,03-O-N-2,03-O-N-3,03-O-N-5,03-O-N-7,02-A1-N-3,02-O-N-5,03-O-S-1,03-O-S-4,02-A1-S-2,smartera,04-O,12-O,None,040E7A120894,04-O-N-1,04-O-N-2,04-O-N-5,04-O-N-6,04-O-N-7,12-O-N-4,12-O-N-7,04-O-S-1,04-O-S-3,12-O-S-2,1,1
295,2022-09-06 11:08:40.971203,0,Cogi,19-O,02-A2,07-O,190EA9022E21,19-O-N-1,19-O-N-2,19-O-N-4,19-O-N-6,02-O-N-1,02-A2-N-2,02-O-N-6,19-O-S-1,19-O-S-4,02-O-S-4,vulture1000,04-O,13-O,21-O,040A9A130E31,04-O-N-2,04-O-N-4,04-O-N-7,13-O-N-1,13-O-N-2,13-O-N-6,13-O-N-7,04-O-S-1,04-O-S-3,13-O-S-4,1,1
296,2022-09-06 11:13:06.165005,0,Lemonia,03-O,02-A1,None,030F490219C4,03-O-N-1,03-O-N-2,03-O-N-3,03-O-N-5,02-A1-N-3,02-O-N-4,02-O-N-5,03-O-S-1,03-O-S-4,02-A1-S-2,smartera,01-O,12-O,None,010E8C120E94,01-O-N-1,01-O-N-2,01-O-N-4,12-O-N-1,12-O-N-2,12-O-N-4,12-O-N-7,01-O-S-1,01-O-S-2,12-O-S-2,1,1
297,2022-09-06 11:22:30.150053,1,hibro,16-A1,14-A1,10-A1,161EF8141886,16-O-N-1,16-O-N-2,16-O-N-4,16-O-N-5,16-O-N-6,16-O-N-7,14-O-N-4,16-A1-S-4,14-O-S-2,14-O-S-3,hihumi,11-A1,17-O,16-A1,111F69170C21,11-O-N-1,11-O-N-2,11-O-N-3,11-A1-N-5,11-O-N-6,17-O-N-1,17-O-N-6,11-A1-S-1,11-O-S-4,17-O-S-3,1,1
298,2022-09-06 12:14:50.325840,1,smartera,12-O,04-O,01-O,120D24040E3A,12-O-N-1,12-O-N-3,12-O-N-6,04-O-N-1,04-O-N-2,04-O-N-6,04-O-N-7,12-O-S-2,04-O-S-1,04-O-S-3,ScarRed,09-O,22-O,07-A1,090F0A220F88,09-O-N-1,09-O-N-2,09-O-N-3,22-O-N-1,22-O-N-2,22-O-N-3,22-O-N-4,09-O-S-1,09-O-S-3,22-O-S-1,1,1
299,2022-09-06 12:43:14.099460,0,Chuming,01-O,06-O,21-O,010F10060F0D,01-O-N-1,01-O-N-2,01-O-N-3,01-O-N-7,06-O-N-1,06-O-N-2,06-O-N-3,06-O-S-1,06-O-S-2,06-O-S-4,Nevermore,13-O,16-O,14-O,130B2C160EC8,13-O-N-2,13-O-N-3,13-O-N-6,16-O-N-1,16-O-N-2,16-O-N-4,16-O-N-5,13-O-S-1,13-O-S-2,16-O-S-1,1,1
300,2022-09-06 13:02:06.310351,0,SUYA©÷,01-O,09-O,15-O,010E81090F4A,01-O-N-1,01-O-N-2,01-O-N-4,09-O-N-1,09-O-N-2,09-O-N-3,09-O-N-5,01-O-S-4,09-O-S-1,09-O-S-3,LaQued,10-A2,14-O,17-A1,102E61140E23,10-A2-N-1,10-A2-N-2,10-O-N-5,10-O-N-6,14-O-N-1,14-O-N-2,14-O-N-6,10-A2-S-4,14-O-S-3,14-O-S-4,1,1
301,2022-09-06 13:11:37.937978,0,Chuming,01-A1,19-O,06-A1,011F2C190AA1,01-A1-N-1,01-O-N-2,01-O-N-3,01-A1-N-6,19-O-N-2,19-O-N-4,19-O-N-6,01-O-S-1,01-A1-S-2,19-O-S-4,Nevermore,04-A2,06-A1,08-A1,042E52061D45,04-O-N-1,04-A2-N-2,04-O-N-5,04-O-N-7,06-O-N-1,06-O-N-3,06-O-N-5,04-A2-S-3,06-A1-S-2,06-O-S-4,1,1
302,2022-09-06 13:17:54.855692,0,SxBMaster,07-O,04-A1,None,070F1E041E10,07-O-N-1,07-O-N-2,07-O-N-3,07-O-N-7,04-A1-N-1,04-O-N-2,04-O-N-7,07-O-S-1,07-O-S-2,07-O-S-3,faull,10-A1,07-O,None,101C6A070EA8,10-A1-N-1,10-O-N-5,10-O-N-6,07-O-N-1,07-O-N-2,07-O-N-4,07-O-N-6,10-O-S-1,10-A1-S-3,07-O-S-1,1,1
303,2022-09-06 13:31:38.537266,0,È£³î·ê·ç¹ä¹Ù,11-O,15-O,03-O,1109351509E2,11-O-N-3,11-O-N-6,11-O-N-7,15-O-N-3,15-O-N-4,15-O-N-5,15-O-N-6,11-O-S-2,11-O-S-4,15-O-S-3,hely4609,01-A2,14-O,16-O,012D1A140E64,01-O-N-1,01-A2-N-3,01-A2-N-7,14-O-N-1,14-O-N-2,14-O-N-5,14-O-N-6,01-A2-S-1,01-O-S-3,14-O-S-2,1,1
304,2022-09-06 13:32:39.571164,0,SUYA©÷,15-O,01-O,09-O,150F6A010E08,15-O-N-1,15-O-N-2,15-O-N-3,15-O-N-5,15-O-N-6,01-O-N-1,01-O-N-2,15-O-S-1,15-O-S-3,01-O-S-1,LaQued,10-O,05-O,17-A1,100B72050E03,10-O-N-2,10-O-N-3,10-O-N-5,10-O-N-6,10-O-N-7,05-O-N-1,05-O-N-2,10-O-S-3,05-O-S-3,05-O-S-4,1,1
305,2022-09-06 13:35:02.309636,0,Nevermore,12-A1,09-O,06-O,121F2A090D42,12-O-N-1,12-A1-N-2,12-O-N-3,12-A1-N-6,09-O-N-1,09-O-N-3,09-O-N-5,12-O-S-1,12-A1-S-3,09-O-S-3,Chuming,19-O,14-O,06-A1,190AE1140E26,19-O-N-2,19-O-N-4,19-O-N-5,19-O-N-6,14-O-N-1,14-O-N-2,14-O-N-6,19-O-S-4,14-O-S-2,14-O-S-3,1,1
306,2022-09-06 13:56:40.462727,0,È£³î·ê·ç¹ä¹Ù,01-A2,05-O,18-O,012B9C050E41,01-O-N-2,01-A2-N-3,01-O-N-4,01-A2-N-7,05-O-N-1,05-O-N-2,05-O-N-5,01-A2-S-1,01-O-S-2,05-O-S-4,hely4609,05-A1,12-A1,06-O,051E41121BA3,05-O-N-1,05-A1-N-2,05-O-N-5,12-A1-N-2,12-O-N-3,12-O-N-4,12-A1-N-6,05-A1-S-4,12-A1-S-3,12-O-S-4,1,1
307,2022-09-06 14:01:58.406095,0,Drone,14-O,18-O,None,140E26180A78,14-O-N-1,14-O-N-2,14-O-N-6,18-O-N-2,18-O-N-5,18-O-N-6,18-O-N-7,14-O-S-2,14-O-S-3,18-O-S-1,MADJ,21-O,01-O,None,210D43010EC8,21-O-N-1,21-O-N-3,21-O-N-5,01-O-N-1,01-O-N-2,01-O-N-4,01-O-N-5,21-O-S-3,21-O-S-4,01-O-S-1,1,1
308,2022-09-06 14:12:28.397620,0,faull,08-A1,20-O,None,081A92200EA9,08-A1-N-2,08-O-N-4,08-O-N-7,20-O-N-1,20-O-N-2,20-O-N-4,20-O-N-6,08-O-S-3,20-O-S-1,20-O-S-4,SxBMaster,14-O,21-O,None,140DFD210820,14-O-N-1,14-O-N-3,14-O-N-4,14-O-N-5,14-O-N-6,14-O-N-7,21-O-N-6,14-O-S-1,14-O-S-2,14-O-S-4,1,1
309,2022-09-06 14:16:32.771966,1,sumire,01-A2,07-O,14-O,012F1C070C98,01-O-N-1,01-O-N-2,01-A2-N-3,01-A2-N-7,07-O-N-1,07-O-N-4,07-O-N-7,01-A2-S-1,01-O-S-2,07-O-S-1,hihumi,14-A1,10-A1,16-A1,141E2A101978,14-A1-N-1,14-O-N-2,14-O-N-6,10-A1-N-3,10-O-N-5,10-O-N-6,10-O-N-7,14-A1-S-1,14-O-S-3,10-O-S-1,1,1
310,2022-09-06 14:25:37.058022,0,È£³î·ê·ç¹ä¹Ù,01-A2,14-O,18-O,012D58140D26,01-O-N-1,01-A2-N-3,01-O-N-5,01-A2-N-7,14-O-N-1,14-O-N-3,14-O-N-6,01-A2-S-1,14-O-S-2,14-O-S-3,hely4609,09-O,17-A1,13-O,090F00171EAB,09-O-N-1,09-O-N-2,09-O-N-3,17-O-N-1,17-O-N-2,17-A1-N-4,17-O-N-6,17-A1-S-1,17-O-S-3,17-A1-S-4,1,1
311,2022-09-06 14:28:36.124154,0,Drone,18-O,01-O,None,180A71010E8C,18-O-N-2,18-O-N-5,18-O-N-6,18-O-N-7,01-O-N-1,01-O-N-2,01-O-N-4,18-O-S-4,01-O-S-1,01-O-S-2,MADJ,08-O,03-O,None,080CDB030CC0,08-O-N-1,08-O-N-4,08-O-N-5,08-O-N-7,03-O-N-1,03-O-N-4,03-O-N-5,08-O-S-1,08-O-S-3,08-O-S-4,1,1
312,2022-09-06 14:32:49.758877,1,0xrgb,07-O,04-O,02-O,070DA9040C92,07-O-N-1,07-O-N-3,07-O-N-4,07-O-N-6,04-O-N-1,04-O-N-4,04-O-N-7,07-O-S-1,07-O-S-4,04-O-S-3,byeoru,18-O,04-O,07-O,180962040E3A,18-O-N-3,18-O-N-5,18-O-N-6,04-O-N-1,04-O-N-2,04-O-N-6,04-O-N-7,18-O-S-3,04-O-S-1,04-O-S-3,1,1
313,2022-09-06 14:39:19.898565,1,sumire,16-A1,14-O,18-O,161ED8140C86,16-O-N-1,16-O-N-2,16-O-N-4,16-O-N-5,16-O-N-7,14-O-N-1,14-O-N-4,16-A1-S-4,14-O-S-2,14-O-S-3,hihumi,10-A1,16-A1,14-A1,101929161ED8,10-A1-N-3,10-O-N-6,16-O-N-1,16-O-N-2,16-O-N-4,16-O-N-5,16-O-N-7,10-O-S-1,10-O-S-4,16-A1-S-4,1,1
314,2022-09-06 14:49:13.000914,0,MADJ,21-O,07-O,None,210F89070968,21-O-N-1,21-O-N-2,21-O-N-3,21-O-N-4,07-O-N-3,07-O-N-5,07-O-N-6,21-O-S-1,21-O-S-4,07-O-S-1,Drone,02-O,08-O,None,020F06080EA1,02-O-N-1,02-O-N-2,02-O-N-3,08-O-N-1,08-O-N-2,08-O-N-4,08-O-N-6,02-O-S-2,02-O-S-3,08-O-S-4,1,1
315,2022-09-06 14:55:55.437152,1,0xrgb,08-O,02-A1,03-O,080D66021B12,08-O-N-1,08-O-N-3,08-O-N-5,08-O-N-6,02-O-N-2,02-A1-N-3,02-O-N-7,08-O-S-2,08-O-S-3,02-O-S-3,byeoru,18-O,11-O,15-O,180B26110CB1,18-O-N-2,18-O-N-3,18-O-N-6,11-O-N-1,11-O-N-4,11-O-N-6,11-O-N-7,18-O-S-2,18-O-S-3,11-O-S-4,1,1
316,2022-09-06 15:18:46.455820,0,MADJ,07-A1,21-O,None,071AFA210924,07-A1-N-2,07-O-N-4,07-O-N-5,07-O-N-6,07-A1-N-7,21-O-N-3,21-O-N-6,07-O-S-1,07-A1-S-3,21-O-S-2,Drone,06-O,09-O,None,060FA5090834,06-O-N-1,06-O-N-2,06-O-N-3,06-O-N-4,06-O-N-6,09-O-N-6,09-O-N-7,06-O-S-2,06-O-S-4,09-O-S-2,1,1
317,2022-09-06 15:23:05.959647,1,byeoru,16-A1,12-O,18-O,161F981208A3,16-O-N-1,16-O-N-2,16-O-N-3,16-O-N-4,16-O-N-7,12-O-N-4,12-O-N-6,16-A1-S-4,12-O-S-3,12-O-S-4,0xrgb,06-O,19-O,22-O,060DA4190E29,06-O-N-1,06-O-N-3,06-O-N-4,06-O-N-6,19-O-N-1,19-O-N-2,19-O-N-6,06-O-S-2,19-O-S-1,19-O-S-4,1,1
318,2022-09-06 15:48:44.772090,1,½îÁê,16-A1,02-O,14-O,161EF802090A,16-O-N-1,16-O-N-2,16-O-N-4,16-O-N-5,16-O-N-6,16-O-N-7,02-O-N-3,16-A1-S-4,02-O-S-1,02-O-S-3,Faryun,02-O,01-O,21-O,020F8A010E44,02-O-N-1,02-O-N-2,02-O-N-3,02-O-N-4,01-O-N-1,01-O-N-2,01-O-N-5,02-O-S-1,02-O-S-3,01-O-S-2,1,1
