id,time,isRank,winner_name,winner_god_1,winner_god_2,winner_god_ban,winner_deck_code,winner_normal_card_1,winner_normal_card_2,winner_normal_card_3,winner_normal_card_4,winner_normal_card_5,winner_normal_card_6,winner_normal_card_7,winner_special_card_1,winner_special_card_2,winner_special_card_3,loser_name,loser_god_1,loser_god_2,loser_god_ban,loser_deck_code,loser_normal_card_1,loser_normal_card_2,loser_normal_card_3,loser_normal_card_4,loser_normal_card_5,loser_normal_card_6,loser_normal_card_7,loser_special_card_1,loser_special_card_2,loser_special_card_3,loser_isPublic,winner_isPublic
1,2022-08-27 15:05:50.779660,1,sumire,14-O,16-A1,18-O,140A26161ED8,14-O-N-2,14-O-N-6,16-O-N-1,16-O-N-2,16-O-N-4,16-O-N-5,16-O-N-7,14-O-S-2,14-O-S-3,16-A1-S-4,Mullung,13-O,09-O,03-O,130F02090F4A,13-O-N-1,13-O-N-2,13-O-N-3,09-O-N-1,09-O-N-2,09-O-N-3,09-O-N-5,13-O-S-3,09-O-S-1,09-O-S-3,1,1
2,2022-08-27 15:18:26.822153,0,0xrgb,16-O,02-O,05-O,160F8C020E48,16-O-N-1,16-O-N-2,16-O-N-3,16-O-N-4,02-O-N-1,02-O-N-2,02-O-N-5,16-O-S-1,16-O-S-2,02-O-S-1,woodo,18-O,14-O,16-A1,180A61140F86,18-O-N-2,18-O-N-5,18-O-N-6,14-O-N-1,14-O-N-2,14-O-N-3,14-O-N-4,18-O-S-4,14-O-S-2,14-O-S-3,1,1
3,2022-08-27 15:28:14.468737,0,hely4609,14-O,15-O,10-A2,140C26150BE2,14-O-N-1,14-O-N-6,15-O-N-2,15-O-N-3,15-O-N-4,15-O-N-5,15-O-N-6,14-O-S-2,14-O-S-3,15-O-S-3,sumire,16-A1,14-O,18-O,161EC8140E26,16-O-N-1,16-O-N-2,16-O-N-4,16-O-N-5,14-O-N-1,14-O-N-2,14-O-N-6,16-A1-S-4,14-O-S-2,14-O-S-3,1,1
4,2022-08-27 15:43:58.363311,0,woodo,01-O,13-O,14-O,010F4A130E24,01-O-N-1,01-O-N-2,01-O-N-3,01-O-N-5,13-O-N-1,13-O-N-2,13-O-N-6,01-O-S-1,01-O-S-3,13-O-S-2,0xrgb,05-O,11-O,10-A2,050E40110EAD,05-O-N-1,05-O-N-2,05-O-N-5,11-O-N-1,11-O-N-2,11-O-N-4,11-O-N-6,11-O-S-1,11-O-S-2,11-O-S-4,1,1
5,2022-08-27 15:59:30.423029,0,0xrgb,03-A1,06-O,05-O,031AC4060DA5,03-A1-N-2,03-O-N-4,03-A1-N-5,06-O-N-1,06-O-N-3,06-O-N-4,06-O-N-6,03-A1-S-2,06-O-S-2,06-O-S-4,woodo,20-O,14-O,16-O,200E23140EC2,20-O-N-1,20-O-N-2,20-O-N-6,14-O-N-1,14-O-N-2,14-O-N-4,14-O-N-5,20-O-S-3,20-O-S-4,14-O-S-3,1,1
6,2022-08-27 16:27:36.719645,0,¸ÀÀÖ´Â³ªÃÝ,21-O,16-O,None,210F30160C8E,21-O-N-1,21-O-N-2,21-O-N-3,21-O-N-6,21-O-N-7,16-O-N-1,16-O-N-4,16-O-S-1,16-O-S-2,16-O-S-3,planetring,20-O,16-AA1,None,200C2A162ED8,20-O-N-1,20-O-N-6,16-O-N-1,16-O-N-2,16-O-N-4,16-O-N-5,16-AA1-N-7,20-O-S-1,20-O-S-3,16-AA1-S-4,1,1
7,2022-08-27 17:51:46.407423,0,Koongsit,15-O,12-O,None,150A3C120BC2,15-O-N-2,15-O-N-6,15-O-N-7,12-O-N-2,12-O-N-3,12-O-N-4,12-O-N-5,15-O-S-1,15-O-S-2,12-O-S-3,YukiN,17-O,13-O,None,170F8C130C68,17-O-N-1,17-O-N-2,17-O-N-3,17-O-N-4,13-O-N-1,13-O-N-5,13-O-N-6,17-O-S-1,17-O-S-2,13-O-S-1,1,1
8,2022-08-27 18:59:46.619308,0,Siper,01-O,21-O,15-O,010D4C210F82,01-O-N-1,01-O-N-3,01-O-N-5,21-O-N-1,21-O-N-2,21-O-N-3,21-O-N-4,01-O-S-1,01-O-S-2,21-O-S-3,horain,15-O,18-O,03-O,150963180B68,15-O-N-3,15-O-N-5,15-O-N-6,18-O-N-2,18-O-N-3,18-O-N-5,18-O-N-6,15-O-S-3,15-O-S-4,18-O-S-1,1,1
9,2022-08-27 19:29:22.903103,0,horain,16-A1,02-A2,09-A1,161EC8022C9A,16-O-N-1,16-O-N-2,16-O-N-4,16-O-N-5,02-O-N-1,02-O-N-4,02-A2-N-7,16-A1-S-4,02-O-S-1,02-A2-S-3,Siper,03-O,08-A1,14-O,030F69081A88,03-O-N-1,03-O-N-2,03-O-N-3,03-O-N-5,03-O-N-6,08-A1-N-2,08-O-N-4,03-O-S-1,03-O-S-4,08-A1-S-1,1,1
10,2022-08-28 01:07:41.705840,0,hibro,19-O,11-A1,01-A2,1908B1111C79,19-O-N-4,19-O-N-6,19-O-N-7,11-O-N-1,11-A1-N-5,11-O-N-6,11-O-N-7,19-O-S-4,11-A1-S-1,11-O-S-4,Mullung,13-O,09-O,03-O,130F04090F4A,13-O-N-1,13-O-N-2,13-O-N-3,09-O-N-1,09-O-N-2,09-O-N-3,09-O-N-5,13-O-S-2,09-O-S-1,09-O-S-3,1,1
11,2022-08-28 05:41:38.792560,0,¸ÀÀÖ´Â³ªÃÝ,19-O,17-O,None,190AE1170F05,19-O-N-2,19-O-N-4,19-O-N-5,19-O-N-6,17-O-N-1,17-O-N-2,17-O-N-3,19-O-S-4,17-O-S-2,17-O-S-3,sin_monochrome,04-O,05-O,None,040E12050F43,04-O-N-1,04-O-N-2,04-O-N-7,05-O-N-1,05-O-N-2,05-O-N-3,05-O-N-5,04-O-S-3,05-O-S-3,05-O-S-4,1,1
12,2022-08-28 05:51:55.613712,1,sonks3,18-O,01-O,02-O,1809EC010E84,18-O-N-3,18-O-N-4,18-O-N-5,18-O-N-6,01-O-N-1,01-O-N-2,01-O-N-4,18-O-S-1,18-O-S-2,01-O-S-2,rusiper87,01-O,15-O,02-O,010E81150D5A,01-O-N-1,01-O-N-2,01-O-N-4,15-O-N-1,15-O-N-3,15-O-N-5,15-O-N-7,01-O-S-4,15-O-S-1,15-O-S-3,1,1
13,2022-08-28 06:16:02.791787,1,sonks3,01-O,02-O,18-O,010E81020F1A,01-O-N-1,01-O-N-2,01-O-N-4,02-O-N-1,02-O-N-2,02-O-N-3,02-O-N-7,01-O-S-4,02-O-S-1,02-O-S-3,rusiper87,01-O,09-O,07-O,010EA3090E42,01-O-N-1,01-O-N-2,01-O-N-4,01-O-N-6,09-O-N-1,09-O-N-2,09-O-N-5,01-O-S-3,01-O-S-4,09-O-S-3,1,1
14,2022-08-28 06:21:17.851201,0,sin_monochrome,03-O,15-O,None,030F49150932,03-O-N-1,03-O-N-2,03-O-N-3,03-O-N-5,15-O-N-3,15-O-N-6,15-O-N-7,03-O-S-1,03-O-S-4,15-O-S-3,¸ÀÀÖ´Â³ªÃÝ,10-O,07-O,None,100D2A070AE1,10-O-N-1,10-O-N-3,10-O-N-6,07-O-N-2,07-O-N-4,07-O-N-5,07-O-N-6,10-O-S-1,10-O-S-3,07-O-S-4,1,1
15,2022-08-28 06:42:19.375262,1,sonks3,01-O,02-O,18-O,010E81020D3A,01-O-N-1,01-O-N-2,01-O-N-4,02-O-N-1,02-O-N-3,02-O-N-6,02-O-N-7,01-O-S-4,02-O-S-1,02-O-S-3,rusiper87,02-O,04-O,18-O,020A2A040ED4,02-O-N-2,02-O-N-6,04-O-N-1,04-O-N-2,04-O-N-4,04-O-N-5,04-O-N-7,02-O-S-1,02-O-S-3,04-O-S-2,1,1
16,2022-08-28 06:55:13.514460,0,0xrgb,12-O,18-O,01-A1,120F89180A62,12-O-N-1,12-O-N-2,12-O-N-3,12-O-N-4,18-O-N-2,18-O-N-5,18-O-N-6,12-O-S-1,12-O-S-4,18-O-S-3,simhae,09-O,13-O,22-O,090A48130EE9,09-O-N-2,09-O-N-5,13-O-N-1,13-O-N-2,13-O-N-4,13-O-N-5,13-O-N-6,09-O-S-1,13-O-S-1,13-O-S-4,1,1
17,2022-08-28 07:09:08.586226,1,sonks3,01-O,18-O,02-O,010E81180B6A,01-O-N-1,01-O-N-2,01-O-N-4,18-O-N-2,18-O-N-3,18-O-N-5,18-O-N-6,01-O-S-4,18-O-S-1,18-O-S-3,rusiper87,11-O,03-O,18-O,110899030FC1,11-O-N-4,11-O-N-7,03-O-N-1,03-O-N-2,03-O-N-3,03-O-N-4,03-O-N-5,11-O-S-1,11-O-S-4,03-O-S-4,1,1
18,2022-08-28 07:19:04.214976,0,MADJ,01-O,02-O,None,010CCA020F82,01-O-N-1,01-O-N-4,01-O-N-5,02-O-N-1,02-O-N-2,02-O-N-3,02-O-N-4,01-O-S-1,01-O-S-3,02-O-S-3,Drone,14-O,09-O,None,140E26090F42,14-O-N-1,14-O-N-2,14-O-N-6,09-O-N-1,09-O-N-2,09-O-N-3,09-O-N-5,14-O-S-2,14-O-S-3,09-O-S-3,1,1
19,2022-08-28 07:45:57.020215,1,rusiper87,06-O,07-O,01-O,060DC6070D82,06-O-N-1,06-O-N-3,06-O-N-4,06-O-N-5,07-O-N-1,07-O-N-3,07-O-N-4,06-O-S-2,06-O-S-3,07-O-S-3,sonks3,01-O,02-O,18-O,010E84020D3A,01-O-N-1,01-O-N-2,01-O-N-4,02-O-N-1,02-O-N-3,02-O-N-6,02-O-N-7,01-O-S-2,02-O-S-1,02-O-S-3,1,1
20,2022-08-28 08:17:09.031896,1,sonks3,01-O,02-O,18-O,010E80020F1B,01-O-N-1,01-O-N-2,01-O-N-4,02-O-N-1,02-O-N-2,02-O-N-3,02-O-N-7,02-O-S-1,02-O-S-3,02-O-S-4,rusiper87,09-O,06-O,07-O,090A40060FCE,09-O-N-2,09-O-N-5,06-O-N-1,06-O-N-2,06-O-N-3,06-O-N-4,06-O-N-5,06-O-S-1,06-O-S-2,06-O-S-3,1,1
21,2022-08-28 08:23:53.756396,0,sin_monochrome,04-O,01-O,16-O,040A36010F48,04-O-N-2,04-O-N-6,04-O-N-7,01-O-N-1,01-O-N-2,01-O-N-3,01-O-N-5,04-O-S-2,04-O-S-3,01-O-S-1,¸ÀÀÖ´Â³ªÃÝ,19-O,10-O,17-A1,190FA9100922,19-O-N-1,19-O-N-2,19-O-N-3,19-O-N-4,19-O-N-6,10-O-N-3,10-O-N-6,19-O-S-1,19-O-S-4,10-O-S-3,1,1
22,2022-08-28 09:17:39.250563,0,planetring,20-O,14-O,None,200F84140E2A,20-O-N-1,20-O-N-2,20-O-N-3,20-O-N-4,14-O-N-1,14-O-N-2,14-O-N-6,20-O-S-2,14-O-S-1,14-O-S-3,miss,18-O,02-O,None,1809E1020B89,18-O-N-3,18-O-N-4,18-O-N-5,18-O-N-6,02-O-N-2,02-O-N-3,02-O-N-4,18-O-S-4,02-O-S-1,02-O-S-4,1,1
23,2022-08-28 11:16:51.974023,0,superhappy1234,21-O,18-O,None,210F411808EC,21-O-N-1,21-O-N-2,21-O-N-3,21-O-N-5,18-O-N-4,18-O-N-5,18-O-N-6,21-O-S-4,18-O-S-1,18-O-S-2,slovis1980,16-AA1,11-O,None,1629C0110ECB,16-O-N-3,16-O-N-4,16-O-N-5,11-O-N-1,11-O-N-2,11-O-N-4,11-O-N-5,11-O-S-1,11-O-S-3,11-O-S-4,1,1
24,2022-08-28 11:18:14.722506,0,Drone,14-O,09-O,None,140E26090F42,14-O-N-1,14-O-N-2,14-O-N-6,09-O-N-1,09-O-N-2,09-O-N-3,09-O-N-5,14-O-S-2,14-O-S-3,09-O-S-3,±Ù»çÇÑÃò·²,09-A1,08-A1,None,091ADA0819C4,09-O-N-2,09-O-N-4,09-A1-N-5,09-O-N-7,08-O-N-3,08-O-N-4,08-O-N-5,09-O-S-1,09-O-S-3,08-O-S-2,1,1
25,2022-08-28 11:34:21.174108,0,Nyanners,02-O,01-O,09-O,020F9A010E04,02-O-N-1,02-O-N-2,02-O-N-3,02-O-N-4,02-O-N-7,01-O-N-1,01-O-N-2,02-O-S-1,02-O-S-3,01-O-S-2,¹éÁ¶ÀÚ¸®,02-A2,19-O,08-A1,022D63190AA1,02-O-N-1,02-O-N-3,02-O-N-5,02-O-N-6,19-O-N-2,19-O-N-4,19-O-N-6,02-A2-S-3,02-O-S-4,19-O-S-4,1,1
26,2022-08-28 11:41:46.640903,0,superhappy1234,06-O,21-O,01-O,060E27210F40,06-O-N-1,06-O-N-2,06-O-N-6,21-O-N-1,21-O-N-2,21-O-N-3,21-O-N-5,06-O-S-2,06-O-S-3,06-O-S-4,slovis1980,18-O,03-O,21-O,180C80030FCD,18-O-N-1,18-O-N-4,03-O-N-1,03-O-N-2,03-O-N-3,03-O-N-4,03-O-N-5,03-O-S-1,03-O-S-2,03-O-S-4,1,1
27,2022-08-28 12:14:00.157052,0,Nyanners,14-O,08-O,20-O,140EA6080E84,14-O-N-1,14-O-N-2,14-O-N-4,14-O-N-6,08-O-N-1,08-O-N-2,08-O-N-4,14-O-S-2,14-O-S-3,08-O-S-2,¹éÁ¶ÀÚ¸®,17-A1,13-O,14-O,171F23130B44,17-O-N-1,17-O-N-2,17-O-N-3,17-O-N-6,13-O-N-2,13-O-N-3,13-O-N-5,17-O-S-3,17-A1-S-4,13-O-S-2,1,1
28,2022-08-28 12:35:58.404718,0,Nevermore,15-O,13-O,09-O,150976130E21,15-O-N-3,15-O-N-5,15-O-N-6,15-O-N-7,13-O-N-1,13-O-N-2,13-O-N-6,15-O-S-2,15-O-S-3,13-O-S-4,Chuming,01-O,05-O,06-O,010F0C050EC4,01-O-N-1,01-O-N-2,01-O-N-3,05-O-N-1,05-O-N-2,05-O-N-4,05-O-N-5,01-O-S-1,01-O-S-2,05-O-S-2,1,1
29,2022-08-28 12:57:12.671272,0,¹éÁ¶ÀÚ¸®,16-A1,01-A2,14-O,161ED8012C1C,16-O-N-1,16-O-N-2,16-O-N-4,16-O-N-5,16-O-N-7,01-O-N-1,01-A2-N-7,16-A1-S-4,01-A2-S-1,01-O-S-2,Nyanners,14-A1,20-O,16-O,141F2A200A94,14-A1-N-1,14-O-N-2,14-O-N-3,14-O-N-6,20-O-N-2,20-O-N-4,20-O-N-7,14-A1-S-1,14-O-S-3,20-O-S-2,1,1
30,2022-08-28 13:00:22.406817,0,Chuming,01-O,13-O,04-O,010E0A130BD4,01-O-N-1,01-O-N-2,13-O-N-2,13-O-N-3,13-O-N-4,13-O-N-5,13-O-N-7,01-O-S-1,01-O-S-3,13-O-S-2,Nevermore,14-O,04-A2,10-A2,140FAA042C12,14-O-N-1,14-O-N-2,14-O-N-3,14-O-N-4,14-O-N-6,04-O-N-1,04-O-N-7,14-O-S-1,14-O-S-3,04-A2-S-3,1,1
31,2022-08-28 13:19:41.796834,0,Nyanners,16-A1,21-O,14-O,161EC8210E15,16-O-N-1,16-O-N-2,16-O-N-4,16-O-N-5,21-O-N-1,21-O-N-2,21-O-N-7,16-A1-S-4,21-O-S-2,21-O-S-4,¹éÁ¶ÀÚ¸®,06-A1,08-A1,09-A1,061DA4081AC9,06-O-N-1,06-O-N-3,06-A1-N-4,06-O-N-6,08-A1-N-2,08-O-N-4,08-O-N-5,06-A1-S-2,08-A1-S-1,08-O-S-4,1,1
32,2022-08-28 14:26:36.115405,0,Mullung,03-O,15-O,13-O,030F61150853,03-O-N-1,03-O-N-2,03-O-N-3,03-O-N-5,03-O-N-6,15-O-N-5,15-O-N-7,03-O-S-4,15-O-S-3,15-O-S-4,SI,10-A2,08-A1,13-O,102D02081F9A,10-A2-N-1,10-O-N-3,08-A1-N-1,08-A1-N-2,08-O-N-3,08-O-N-4,08-O-N-7,10-O-S-3,08-A1-S-1,08-O-S-3,1,1
33,2022-08-28 14:41:45.509165,0,Mullung,22-O,16-O,21-O,220F09160EA8,22-O-N-1,22-O-N-2,22-O-N-3,16-O-N-1,16-O-N-2,16-O-N-4,16-O-N-6,22-O-S-1,22-O-S-4,16-O-S-1,SI,03-O,10-A2,12-A1,030F62102A2A,03-O-N-1,03-O-N-2,03-O-N-3,03-O-N-5,03-O-N-6,10-A2-N-2,10-O-N-6,03-O-S-3,10-O-S-1,10-O-S-3,1,1
34,2022-08-28 15:30:07.916895,0,MP745,01-O,02-O,None,010E82020D33,01-O-N-1,01-O-N-2,01-O-N-4,02-O-N-1,02-O-N-3,02-O-N-6,02-O-N-7,01-O-S-3,02-O-S-3,02-O-S-4,ÀÌÁØ¼®,01-O,17-O,None,010F85170D41,01-O-N-1,01-O-N-2,01-O-N-3,01-O-N-4,17-O-N-1,17-O-N-3,17-O-N-5,01-O-S-2,01-O-S-4,17-O-S-3,1,1
35,2022-08-28 16:12:47.687274,0,MP745,01-O,02-O,None,010E82020D33,01-O-N-1,01-O-N-2,01-O-N-4,02-O-N-1,02-O-N-3,02-O-N-6,02-O-N-7,01-O-S-3,02-O-S-3,02-O-S-4,ÀÌÁØ¼®,21-O,01-O,None,210F36010E04,21-O-N-1,21-O-N-2,21-O-N-3,21-O-N-6,21-O-N-7,01-O-N-1,01-O-N-2,21-O-S-2,21-O-S-3,01-O-S-2,1,1
36,2022-08-28 16:20:50.417837,0,±Ù»çÇÑÃò·²,05-O,09-O,None,050A73090E48,05-O-N-2,05-O-N-5,05-O-N-6,05-O-N-7,09-O-N-1,09-O-N-2,09-O-N-5,05-O-S-3,05-O-S-4,09-O-S-1,Drone,14-A1,17-O,None,141DDD170C40,14-A1-N-1,14-O-N-3,14-O-N-4,14-O-N-5,14-O-N-7,17-O-N-1,17-O-N-5,14-A1-S-1,14-O-S-2,14-O-S-4,1,1
37,2022-08-29 09:56:57.114963,0,SxBMaster,13-A1,04-A2,None,131B9A042B84,13-A1-N-2,13-O-N-3,13-O-N-4,13-O-N-7,04-A2-N-2,04-O-N-3,04-O-N-4,13-A1-S-1,13-O-S-3,04-A2-S-2,Walnut,18-O,12-O,None,180B65120A92,18-O-N-2,18-O-N-3,18-O-N-5,18-O-N-6,12-O-N-2,12-O-N-4,12-O-N-7,18-O-S-2,18-O-S-4,12-O-S-3,1,1
38,2022-08-29 11:43:56.037383,0,Drone,14-O,12-A1,None,140E26121F28,14-O-N-1,14-O-N-2,14-O-N-6,12-O-N-1,12-A1-N-2,12-O-N-3,12-A1-N-6,14-O-S-2,14-O-S-3,12-O-S-1,±Ù»çÇÑÃò·²,19-O,05-O,None,190E7A050851,19-O-N-1,19-O-N-2,19-O-N-5,19-O-N-6,19-O-N-7,05-O-N-5,05-O-N-7,19-O-S-1,19-O-S-3,05-O-S-4,1,1
39,2022-08-29 11:44:11.424495,0,Ritsuka,12-O,08-A1,11-O,120F85081F08,12-O-N-1,12-O-N-2,12-O-N-3,12-O-N-4,08-A1-N-1,08-A1-N-2,08-O-N-3,12-O-S-2,12-O-S-4,08-A1-S-1,rinperiod,13-A1,20-O,14-A1,131F18200E8C,13-O-N-1,13-A1-N-2,13-O-N-3,13-O-N-7,20-O-N-1,20-O-N-2,20-O-N-4,13-A1-S-1,20-O-S-1,20-O-S-2,1,1
40,2022-08-29 12:14:18.703369,0,simhae,13-O,09-O,03-O,130EE1090A4A,13-O-N-1,13-O-N-2,13-O-N-4,13-O-N-5,13-O-N-6,09-O-N-2,09-O-N-5,13-O-S-4,09-O-S-1,09-O-S-3,nacre25,04-O,07-O,12-A1,040E32070C65,04-O-N-1,04-O-N-2,04-O-N-6,04-O-N-7,07-O-N-1,07-O-N-5,07-O-N-6,04-O-S-3,07-O-S-2,07-O-S-4,1,1
41,2022-08-29 12:25:52.640175,0,lyc102900,13-O,02-O,22-O,130E21020D33,13-O-N-1,13-O-N-2,13-O-N-6,02-O-N-1,02-O-N-3,02-O-N-6,02-O-N-7,13-O-S-4,02-O-S-3,02-O-S-4,Raven,01-O,21-O,04-O,010E4C210F42,01-O-N-1,01-O-N-2,01-O-N-5,21-O-N-1,21-O-N-2,21-O-N-3,21-O-N-5,01-O-S-1,01-O-S-2,21-O-S-3,1,1
42,2022-08-29 12:28:39.403058,0,Nevermore,10-O,05-O,22-O,100922050FC3,10-O-N-3,10-O-N-6,05-O-N-1,05-O-N-2,05-O-N-3,05-O-N-4,05-O-N-5,10-O-S-3,05-O-S-3,05-O-S-4,Chuming,17-O,12-O,22-O,170FA1120C25,17-O-N-1,17-O-N-2,17-O-N-3,17-O-N-4,17-O-N-6,12-O-N-1,12-O-N-6,17-O-S-3,12-O-S-2,12-O-S-4,1,1
43,2022-08-29 12:30:21.531351,0,raguge,12-O,03-O,20-O,120853030FC1,12-O-N-5,12-O-N-7,03-O-N-1,03-O-N-2,03-O-N-3,03-O-N-4,03-O-N-5,12-O-S-3,12-O-S-4,03-O-S-4,mandu,02-O,05-O,01-O,020F1A050E41,02-O-N-1,02-O-N-2,02-O-N-3,02-O-N-7,05-O-N-1,05-O-N-2,05-O-N-5,02-O-S-1,02-O-S-3,05-O-S-4,1,1
44,2022-08-29 12:41:49.803454,0,Teto,09-O,03-O,None,090D42030B6A,09-O-N-1,09-O-N-3,09-O-N-5,03-O-N-2,03-O-N-3,03-O-N-5,03-O-N-6,09-O-S-3,03-O-S-1,03-O-S-3,Drone,14-O,12-A1,None,140E26121F28,14-O-N-1,14-O-N-2,14-O-N-6,12-O-N-1,12-A1-N-2,12-O-N-3,12-A1-N-6,14-O-S-2,14-O-S-3,12-O-S-1,1,1
45,2022-08-29 12:46:05.623499,0,raguge,22-O,05-O,10-A2,220F22050E23,22-O-N-1,22-O-N-2,22-O-N-3,22-O-N-6,05-O-N-1,05-O-N-2,05-O-N-6,22-O-S-3,05-O-S-3,05-O-S-4,mandu,02-O,09-O,01-O,020F08090F4A,02-O-N-1,02-O-N-2,02-O-N-3,09-O-N-1,09-O-N-2,09-O-N-3,09-O-N-5,02-O-S-1,09-O-S-1,09-O-S-3,1,1
46,2022-08-29 12:54:11.322807,0,Nevermore,20-O,04-O,02-O,200EC4040E1A,20-O-N-1,20-O-N-2,20-O-N-4,20-O-N-5,04-O-N-1,04-O-N-2,04-O-N-7,20-O-S-2,04-O-S-1,04-O-S-3,Chuming,17-O,02-O,03-O,170E81020F1C,17-O-N-1,17-O-N-2,17-O-N-4,02-O-N-1,02-O-N-2,02-O-N-3,02-O-N-7,17-O-S-3,02-O-S-1,02-O-S-2,1,1
47,2022-08-29 13:13:41.414871,0,Raven,17-O,06-O,09-O,170E68060AAC,17-O-N-1,17-O-N-2,17-O-N-5,17-O-N-6,06-O-N-2,06-O-N-4,06-O-N-6,17-O-S-1,06-O-S-1,06-O-S-2,lyc102900,06-O,22-O,05-O,060D16220F88,06-O-N-1,06-O-N-3,06-O-N-7,22-O-N-1,22-O-N-2,22-O-N-3,22-O-N-4,06-O-S-2,06-O-S-3,22-O-S-1,1,1
48,2022-08-29 13:25:45.390717,0,Drone,14-O,12-A1,None,140E26121F28,14-O-N-1,14-O-N-2,14-O-N-6,12-O-N-1,12-A1-N-2,12-O-N-3,12-A1-N-6,14-O-S-2,14-O-S-3,12-O-S-1,Teto,09-O,11-O,None,090A51110A76,09-O-N-2,09-O-N-5,09-O-N-7,11-O-N-2,11-O-N-5,11-O-N-6,11-O-N-7,09-O-S-4,11-O-S-2,11-O-S-3,1,1
49,2022-08-29 13:31:57.283089,0,Chuming,01-O,02-O,None,010F44020D85,01-O-N-1,01-O-N-2,01-O-N-3,01-O-N-5,02-O-N-1,02-O-N-3,02-O-N-4,01-O-S-2,02-O-S-2,02-O-S-4,melon,01-O,09-O,None,010DA5090E42,01-O-N-1,01-O-N-3,01-O-N-4,01-O-N-6,09-O-N-1,09-O-N-2,09-O-N-5,01-O-S-2,01-O-S-4,09-O-S-3,1,0
50,2022-08-29 13:57:21.245151,1,hibro,19-O,01-A2,11-A1,190F21012D1C,19-O-N-1,19-O-N-2,19-O-N-3,19-O-N-6,01-O-N-1,01-A2-N-3,01-A2-N-7,19-O-S-4,01-A2-S-1,01-O-S-2,ÃÌÀå¼ÛÀÌ¾ç,17-A1,06-A1,04-A2,171E83061BA4,17-O-N-1,17-O-N-2,17-A1-N-4,06-A1-N-2,06-O-N-3,06-A1-N-4,06-O-N-6,17-O-S-3,17-A1-S-4,06-A1-S-2,1,1
51,2022-08-29 14:01:49.652570,0,Drone,14-O,19-O,None,140E26190AE1,14-O-N-1,14-O-N-2,14-O-N-6,19-O-N-2,19-O-N-4,19-O-N-5,19-O-N-6,14-O-S-2,14-O-S-3,19-O-S-4,Teto,09-O,11-O,None,090A51110A76,09-O-N-2,09-O-N-5,09-O-N-7,11-O-N-2,11-O-N-5,11-O-N-6,11-O-N-7,09-O-S-4,11-O-S-2,11-O-S-3,1,1
52,2022-08-29 14:41:42.499069,0,Nevermore,16-A1,01-A2,None,161EC8012E1C,16-O-N-1,16-O-N-2,16-O-N-4,16-O-N-5,01-O-N-1,01-O-N-2,01-A2-N-7,16-A1-S-4,01-A2-S-1,01-O-S-2,Chuming,03-O,09-O,None,030866090DE2,03-O-N-5,03-O-N-6,09-O-N-1,09-O-N-3,09-O-N-4,09-O-N-5,09-O-N-6,03-O-S-2,03-O-S-3,09-O-S-3,1,1
53,2022-08-29 15:04:40.694219,0,Written_by,01-O,14-O,21-O,010E48140F26,01-O-N-1,01-O-N-2,01-O-N-5,14-O-N-1,14-O-N-2,14-O-N-3,14-O-N-6,01-O-S-1,14-O-S-2,14-O-S-3,Mullung,04-O,14-O,16-A1,040E98140E26,04-O-N-1,04-O-N-2,04-O-N-4,04-O-N-7,14-O-N-1,14-O-N-2,14-O-N-6,04-O-S-1,14-O-S-2,14-O-S-3,1,1
54,2022-08-29 15:11:33.698844,0,_BETTAA.,10-O,07-O,None,100A64070E66,10-O-N-2,10-O-N-5,10-O-N-6,07-O-N-1,07-O-N-2,07-O-N-5,07-O-N-6,10-O-S-2,07-O-S-2,07-O-S-3,Faryun,02-O,13-O,None,020F08130F85,02-O-N-1,02-O-N-2,02-O-N-3,13-O-N-1,13-O-N-2,13-O-N-3,13-O-N-4,02-O-S-1,13-O-S-2,13-O-S-4,1,1
55,2022-08-29 16:18:49.572089,0,_BETTAA.,02-O,07-A1,None,020842071F7A,02-O-N-5,07-O-N-1,07-A1-N-2,07-O-N-3,07-O-N-5,07-O-N-6,07-A1-N-7,02-O-S-3,07-O-S-1,07-A1-S-3,QPlayer,18-O,13-O,None,180AE6130AA4,18-O-N-2,18-O-N-4,18-O-N-5,18-O-N-6,13-O-N-2,13-O-N-4,13-O-N-6,18-O-S-2,18-O-S-3,13-O-S-2,1,1
56,2022-08-29 16:51:54.477684,0,QPlayer,04-O,10-A1,None,040C12101EEC,04-O-N-1,04-O-N-7,10-A1-N-1,10-O-N-2,10-O-N-4,10-O-N-5,10-O-N-6,04-O-S-3,10-O-S-1,10-O-S-2,Faryun,03-O,13-O,None,030F0A130EA1,03-O-N-1,03-O-N-2,03-O-N-3,13-O-N-1,13-O-N-2,13-O-N-4,13-O-N-6,03-O-S-1,03-O-S-3,13-O-S-4,1,1
57,2022-08-29 16:59:17.436014,0,hibro,19-O,11-A1,01-A2,1908B1111C79,19-O-N-4,19-O-N-6,19-O-N-7,11-O-N-1,11-A1-N-5,11-O-N-6,11-O-N-7,19-O-S-4,11-A1-S-1,11-O-S-4,simhae,01-O,03-A1,22-O,010EC6031E44,01-O-N-1,01-O-N-2,01-O-N-4,01-O-N-5,03-O-N-1,03-A1-N-2,03-A1-N-5,01-O-S-2,01-O-S-3,03-A1-S-2,1,1
