23,2022-12-31 17:55:11.124724,0,lks1839,24-O,02-O,None,240BC4020F0A,24-O-N-2,24-O-N-3,24-O-N-4,24-O-N-5,02-O-N-1,02-O-N-2,02-O-N-3,24-O-S-2,02-O-S-1,02-O-S-3,잼빵잼,17-A1,08-O,None,171D93080C61,17-O-N-1,17-O-N-3,17-A1-N-4,17-O-N-7,08-O-N-1,08-O-N-5,08-O-N-6,17-O-S-3,17-A1-S-4,08-O-S-4,1,1
24,2022-12-31 18:23:23.177209,0,Siper,05-O,01-O,06-O,050F40010F07,05-O-N-1,05-O-N-2,05-O-N-3,05-O-N-5,01-O-N-1,01-O-N-2,01-O-N-3,01-O-S-2,01-O-S-3,01-O-S-4,5Drone,14-O,05-O,08-O,140EE7050A40,14-O-N-1,14-O-N-2,14-O-N-4,14-O-N-5,14-O-N-6,05-O-N-2,05-O-N-5,14-O-S-2,14-O-S-3,14-O-S-4,1,1
25,2022-12-31 18:23:47.773995,0,듀나,01-A1,18-O,None,011F28180E1A,01-A1-N-1,01-O-N-2,01-O-N-3,01-A1-N-6,18-O-N-1,18-O-N-2,18-O-N-7,01-O-S-1,18-O-S-1,18-O-S-3,Kirian,12-A1,09-O,None,121F2A0908B8,12-O-N-1,12-A1-N-2,12-O-N-3,12-A1-N-6,09-O-N-4,09-O-N-6,09-O-N-7,12-O-S-1,12-A1-S-3,09-O-S-1,1,1
26,2023-01-01 04:29:42.160999,1,Hyoue_O,18-O,03-A1,05-A1,180B72031A46,18-O-N-2,18-O-N-3,18-O-N-5,18-O-N-6,18-O-N-7,03-A1-N-2,03-A1-N-5,18-O-S-3,03-A1-S-2,03-O-S-3,arora,10-O,07-O,02-O,100FAA070868,10-O-N-1,10-O-N-2,10-O-N-3,10-O-N-4,10-O-N-6,07-O-N-5,07-O-N-6,10-O-S-1,10-O-S-3,07-O-S-1,1,1
27,2023-01-01 07:11:12.911539,0,Hyoue_O,12-A1,03-O,14-O,121862030F63,12-O-N-5,12-A1-N-6,03-O-N-1,03-O-N-2,03-O-N-3,03-O-N-5,03-O-N-6,12-A1-S-3,03-O-S-3,03-O-S-4,rinperiod,06-O,14-O,24-O,060DAC140CA1,06-O-N-1,06-O-N-3,06-O-N-4,06-O-N-6,14-O-N-1,14-O-N-4,14-O-N-6,06-O-S-1,06-O-S-2,14-O-S-4,1,1
28,2023-01-01 10:02:29.353429,0,narodng1,20-O,04-O,10-O,200E16040E98,20-O-N-1,20-O-N-2,20-O-N-7,04-O-N-1,04-O-N-2,04-O-N-4,04-O-N-7,20-O-S-2,20-O-S-3,04-O-S-1,rinperiod,24-O,22-O,09-O,240B6C220D88,24-O-N-2,24-O-N-3,24-O-N-5,24-O-N-6,22-O-N-1,22-O-N-3,22-O-N-4,24-O-S-1,24-O-S-2,22-O-S-1,1,1
29,2023-01-01 10:03:53.626728,0,khyun300,02-O,04-O,None,020E9A040E18,02-O-N-1,02-O-N-2,02-O-N-4,02-O-N-7,04-O-N-1,04-O-N-2,04-O-N-7,02-O-S-1,02-O-S-3,04-O-S-1,anjena300,04-O,02-O,None,040E18020E9A,04-O-N-1,04-O-N-2,04-O-N-7,02-O-N-1,02-O-N-2,02-O-N-4,02-O-N-7,04-O-S-1,02-O-S-1,02-O-S-3,1,1
30,2023-01-01 10:29:02.229590,0,narodng1,15-O,22-O,08-A1,150E3A220D28,15-O-N-1,15-O-N-2,15-O-N-6,15-O-N-7,22-O-N-1,22-O-N-3,22-O-N-6,15-O-S-1,15-O-S-3,22-O-S-1,rinperiod,05-O,22-O,24-O,050EA9220D88,05-O-N-1,05-O-N-2,05-O-N-4,05-O-N-6,22-O-N-1,22-O-N-3,22-O-N-4,05-O-S-1,05-O-S-4,22-O-S-1,1,1
31,2023-01-01 12:18:52.287680,0,5Drone,05-O,01-O,10-O,050E48010F45,05-O-N-1,05-O-N-2,05-O-N-5,01-O-N-1,01-O-N-2,01-O-N-3,01-O-N-5,05-O-S-1,01-O-S-2,01-O-S-4,rinperiod,24-O,09-O,21-O,240BEC090A42,24-O-N-2,24-O-N-3,24-O-N-4,24-O-N-5,24-O-N-6,09-O-N-2,09-O-N-5,24-O-S-1,24-O-S-2,09-O-S-3,1,1
32,2023-01-01 12:30:01.336656,1,byeoru,04-A2,17-A1,07-A1,042894171FA5,04-O-N-4,04-O-N-7,17-O-N-1,17-O-N-2,17-O-N-3,17-A1-N-4,17-O-N-6,04-A2-S-2,17-O-S-2,17-A1-S-4,llu,14-O,09-O,13-O,140EA6090D44,14-O-N-1,14-O-N-2,14-O-N-4,14-O-N-6,09-O-N-1,09-O-N-3,09-O-N-5,14-O-S-2,14-O-S-3,09-O-S-2,1,1
33,2023-01-01 13:02:05.360121,0,rinperiod,09-O,14-O,24-O,090ACA140EC8,09-O-N-2,09-O-N-4,09-O-N-5,14-O-N-1,14-O-N-2,14-O-N-4,14-O-N-5,09-O-S-1,09-O-S-3,14-O-S-1,5Drone,14-O,04-O,06-O,140CA2040ABA,14-O-N-1,14-O-N-4,14-O-N-6,04-O-N-2,04-O-N-4,04-O-N-6,04-O-N-7,14-O-S-3,04-O-S-1,04-O-S-3,1,1
34,2023-01-01 13:08:46.028320,1,byeoru,18-O,04-O,07-O,180A62040E9A,18-O-N-2,18-O-N-5,18-O-N-6,04-O-N-1,04-O-N-2,04-O-N-4,04-O-N-7,18-O-S-3,04-O-S-1,04-O-S-3,llu,19-O,15-O,10-A2,190AA5150B58,19-O-N-2,19-O-N-4,19-O-N-6,15-O-N-2,15-O-N-3,15-O-N-5,15-O-N-7,19-O-S-2,19-O-S-4,15-O-S-1,1,1
35,2023-01-01 13:30:42.111101,0,chiita,23-O,22-O,None,230E9D220D40,23-O-N-1,23-O-N-2,23-O-N-4,23-O-N-7,22-O-N-1,22-O-N-3,22-O-N-5,23-O-S-1,23-O-S-2,23-O-S-4,Vrd,13-O,14-A1,None,130F33141E08,13-O-N-1,13-O-N-2,13-O-N-3,13-O-N-6,13-O-N-7,14-A1-N-1,14-O-N-2,13-O-S-3,13-O-S-4,14-A1-S-1,1,1
36,2023-01-01 13:48:54.507643,0,에메랄드마운틴,07-O,19-O,None,070A21190BE9,07-O-N-2,07-O-N-6,19-O-N-2,19-O-N-3,19-O-N-4,19-O-N-5,19-O-N-6,07-O-S-4,19-O-S-1,19-O-S-4,Muffan,01-O,05-O,None,010F8A050E42,01-O-N-1,01-O-N-2,01-O-N-3,01-O-N-4,05-O-N-1,05-O-N-2,05-O-N-5,01-O-S-1,01-O-S-3,05-O-S-3,1,1
37,2023-01-01 14:24:55.191294,0,Muffan,15-O,03-O,None,150B7A030924,15-O-N-2,15-O-N-3,15-O-N-5,15-O-N-6,15-O-N-7,03-O-N-3,03-O-N-6,15-O-S-1,15-O-S-3,03-O-S-2,에메랄드마운틴,03-O,05-O,None,030F690508C1,03-O-N-1,03-O-N-2,03-O-N-3,03-O-N-5,03-O-N-6,05-O-N-4,05-O-N-5,03-O-S-1,03-O-S-4,05-O-S-4,1,1
38,2023-01-01 14:29:20.517310,0,div. s. dive,15-O,09-O,None,150F22090CAA,15-O-N-1,15-O-N-2,15-O-N-3,15-O-N-6,09-O-N-1,09-O-N-4,09-O-N-6,15-O-S-3,09-O-S-1,09-O-S-3,은하님,01-A2,13-A1,None,012974131B13,01-A2-N-3,01-O-N-5,01-O-N-6,01-A2-N-7,13-A1-N-2,13-O-N-3,13-O-N-7,01-O-S-2,13-O-S-3,13-O-S-4,1,1
39,2023-01-01 14:51:48.736147,0,woodo,10-O,02-O,05-O,100BAC020992,10-O-N-2,10-O-N-3,10-O-N-4,10-O-N-6,02-O-N-3,02-O-N-4,02-O-N-7,10-O-S-1,10-O-S-2,02-O-S-3,kky0628,06-O,11-O,01-O,060F04110E69,06-O-N-1,06-O-N-2,06-O-N-3,11-O-N-1,11-O-N-2,11-O-N-5,11-O-N-6,06-O-S-2,11-O-S-1,11-O-S-4,1,1
40,2023-01-01 15:19:14.540661,0,kky0628,01-O,14-O,13-O,010F49140E22,01-O-N-1,01-O-N-2,01-O-N-3,01-O-N-5,14-O-N-1,14-O-N-2,14-O-N-6,01-O-S-1,01-O-S-4,14-O-S-3,woodo,10-O,16-O,05-O,10093B160EA0,10-O-N-3,10-O-N-6,10-O-N-7,16-O-N-1,16-O-N-2,16-O-N-4,16-O-N-6,10-O-S-1,10-O-S-3,10-O-S-4,1,1
41,2023-01-01 15:36:39.961220,0,K-Slave,09-O,10-A2,None,090E4C102E61,09-O-N-1,09-O-N-2,09-O-N-5,10-A2-N-1,10-A2-N-2,10-O-N-5,10-O-N-6,09-O-S-1,09-O-S-2,10-A2-S-4,에메랄드마운틴,07-O,19-O,None,070F8A1908E1,07-O-N-1,07-O-N-2,07-O-N-3,07-O-N-4,19-O-N-4,19-O-N-5,19-O-N-6,07-O-S-1,07-O-S-3,19-O-S-4,1,1
42,2023-01-01 15:50:21.226658,0,woodo,05-O,10-O,03-O,050ED210092A,05-O-N-1,05-O-N-2,05-O-N-4,05-O-N-5,05-O-N-7,10-O-N-3,10-O-N-6,05-O-S-3,10-O-S-1,10-O-S-3,kky0628,07-A1,10-A2,04-A2,071B7A102922,07-A1-N-2,07-O-N-3,07-O-N-5,07-O-N-6,07-A1-N-7,10-O-N-3,10-O-N-6,07-O-S-1,07-A1-S-3,10-O-S-3,1,1
43,2023-01-01 16:08:23.319680,0,미기믹,19-O,14-O,None,190EA1140E26,19-O-N-1,19-O-N-2,19-O-N-4,19-O-N-6,14-O-N-1,14-O-N-2,14-O-N-6,19-O-S-4,14-O-S-2,14-O-S-3,잼빵잼,22-O,24-O,None,220CCC240B54,22-O-N-1,22-O-N-4,22-O-N-5,24-O-N-2,24-O-N-3,24-O-N-5,24-O-N-7,22-O-S-1,22-O-S-2,24-O-S-2,1,1
44,2023-01-01 16:18:42.165907,0,woodo,12-O,10-O,03-O,120FA810092A,12-O-N-1,12-O-N-2,12-O-N-3,12-O-N-4,12-O-N-6,10-O-N-3,10-O-N-6,12-O-S-1,10-O-S-1,10-O-S-3,kky0628,02-A1,16-A1,08-O,02180A161FF8,16-O-N-1,16-O-N-2,16-O-N-3,16-O-N-4,16-O-N-5,16-O-N-6,16-O-N-7,02-O-S-1,02-O-S-3,16-A1-S-4,1,1
45,2023-01-01 16:28:41.183356,0,Written_by,02-O,10-O,07-A1,020A52100BAC,02-O-N-2,02-O-N-5,02-O-N-7,10-O-N-2,10-O-N-3,10-O-N-4,10-O-N-6,02-O-S-3,10-O-S-1,10-O-S-2,KwonJoonHo,08-A1,05-O,15-O,081E88050F2C,08-A1-N-1,08-A1-N-2,08-O-N-4,05-O-N-1,05-O-N-2,05-O-N-3,05-O-N-6,08-A1-S-1,05-O-S-1,05-O-S-2,1,1
46,2023-01-01 16:43:05.584694,0,미기믹,14-O,19-O,17-A1,140E26190AE1,14-O-N-1,14-O-N-2,14-O-N-6,19-O-N-2,19-O-N-4,19-O-N-5,19-O-N-6,14-O-S-2,14-O-S-3,19-O-S-4,잼빵잼,16-O,04-O,22-O,160AAC040E58,16-O-N-2,16-O-N-4,16-O-N-6,04-O-N-1,04-O-N-2,04-O-N-5,04-O-N-7,16-O-S-1,16-O-S-2,04-O-S-1,1,1
47,2023-01-01 16:46:22.074658,0,은하님,02-A2,07-O,None,022F0E0709E0,02-O-N-1,02-A2-N-2,02-O-N-3,07-O-N-3,07-O-N-4,07-O-N-5,07-O-N-6,02-O-S-1,02-O-S-2,02-A2-S-3,div. s. dive,15-O,09-O,None,150D22090E5A,15-O-N-1,15-O-N-3,15-O-N-6,09-O-N-1,09-O-N-2,09-O-N-5,09-O-N-7,15-O-S-3,09-O-S-1,09-O-S-3,1,1
48,2023-01-01 17:04:52.840153,0,Written_by,20-O,12-A1,09-A1,200F81121AAA,20-O-N-1,20-O-N-2,20-O-N-3,20-O-N-4,12-A1-N-2,12-O-N-4,12-A1-N-6,20-O-S-4,12-O-S-1,12-A1-S-3,KwonJoonHo,16-A1,17-A1,02-O,161ED8171E05,16-O-N-1,16-O-N-2,16-O-N-4,16-O-N-5,16-O-N-7,17-O-N-1,17-O-N-2,16-A1-S-4,17-O-S-2,17-A1-S-4,1,1
49,2023-01-01 19:12:06.778429,0,VS_Rubino,05-O,17-A1,06-O,050CA1171F85,05-O-N-1,05-O-N-4,05-O-N-6,17-O-N-1,17-O-N-2,17-O-N-3,17-A1-N-4,05-O-S-4,17-O-S-2,17-A1-S-4,OREN,17-O,21-O,10-A2,170821210FDA,17-O-N-6,21-O-N-1,21-O-N-2,21-O-N-3,21-O-N-4,21-O-N-5,21-O-N-7,17-O-S-4,21-O-S-1,21-O-S-3,1,1
50,2023-01-02 04:14:17.097512,0,rinperiod,09-A1,21-O,24-O,091A4A210FA4,09-O-N-2,09-A1-N-5,21-O-N-1,21-O-N-2,21-O-N-3,21-O-N-4,21-O-N-6,09-O-S-1,09-O-S-3,21-O-S-2,에메랄드마운틴,04-O,01-O,05-O,040E12010E6C,04-O-N-1,04-O-N-2,04-O-N-7,01-O-N-1,01-O-N-2,01-O-N-5,01-O-N-6,04-O-S-3,01-O-S-1,01-O-S-2,1,1
51,2023-01-02 04:47:56.524629,0,rinperiod,06-O,09-O,24-O,060F88090E4A,06-O-N-1,06-O-N-2,06-O-N-3,06-O-N-4,09-O-N-1,09-O-N-2,09-O-N-5,06-O-S-1,09-O-S-1,09-O-S-3,에메랄드마운틴,04-O,03-O,05-O,040892030F39,04-O-N-4,04-O-N-7,03-O-N-1,03-O-N-2,03-O-N-3,03-O-N-6,03-O-N-7,04-O-S-3,03-O-S-1,03-O-S-4,1,1
52,2023-01-02 05:20:44.292659,0,rinperiod,09-O,16-A1,24-O,090B4A161F18,09-O-N-2,09-O-N-3,09-O-N-5,16-O-N-1,16-O-N-2,16-O-N-3,16-O-N-7,09-O-S-1,09-O-S-3,16-A1-S-4,에메랄드마운틴,04-O,01-A1,07-O,040E9A0118E8,04-O-N-1,04-O-N-2,04-O-N-4,04-O-N-7,01-O-N-4,01-O-N-5,01-A1-N-6,04-O-S-1,04-O-S-3,01-O-S-1,1,1
53,2023-01-02 05:48:05.893700,0,에메랄드마운틴,07-O,01-A1,None,070FBD011820,07-O-N-1,07-O-N-2,07-O-N-3,07-O-N-4,07-O-N-6,07-O-N-7,01-A1-N-6,07-O-S-1,07-O-S-2,07-O-S-4,rinperiod,10-O,07-O,None,100B6A0708B8,10-O-N-2,10-O-N-3,10-O-N-5,10-O-N-6,07-O-N-4,07-O-N-6,07-O-N-7,10-O-S-1,10-O-S-3,07-O-S-1,1,1
54,2023-01-02 08:01:41.281893,0,KwonJoonHo,04-O,02-O,16-A1,040E1A020E92,04-O-N-1,04-O-N-2,04-O-N-7,02-O-N-1,02-O-N-2,02-O-N-4,02-O-N-7,04-O-S-1,04-O-S-3,02-O-S-3,rinperiod,24-O,21-O,09-O,240F6D210B00,24-O-N-1,24-O-N-2,24-O-N-3,24-O-N-5,24-O-N-6,21-O-N-2,21-O-N-3,24-O-S-1,24-O-S-2,24-O-S-4,1,1
